rank,Video,Video_views,Likes,Dislikes,Category,published
764,مهرجان بريدة للتمور 1438 هجرية,158842,1590,490,People & Blogs,2017
765,Тосненский штаб о закрытии. Обращение к Навальному.,430346,3205,16467,People & Blogs,2018
766,AmagezaGautengSavingCalf_Short,2433717,22638,104,Sports,2011
767,Көзмоншағым (Remix),852325,2558,0,Music,2022
768,Bana Sor,558671,3650,0,Music,2024
769,When your best friend suddenly leaves you #edit #movie,36598926,2339481,0,People & Blogs,2024
770,Yapmaya Devam Edeyim,2144646,21309,0,Music,2025
771,Fake lenovo subwoofer,896059,2624,93,Comedy,2013
772,Hans Zimmer - Black Hawk Down (Main Theme),18846951,57057,1006,Film & Animation,2008
773,Stravinsky Firebird SCREAM,2286142,14263,151,Entertainment,2017
774,Wasp cuts bee in half,900753,4414,3987,People & Blogs,2013
775,Supermoto Trailer Jump - Real Life GTA,937049,4957,268,People & Blogs,2018
776,VTEC SOUND,1439814,2379,110,Autos & Vehicles,2006
777,Superman goes to the gym 😆 #clark #clarkkent #superman #dc #dceu #comic,23074332,1096922,0,Entertainment,2024
778,Service station attempted robbery,346486,433,8,People & Blogs,2016
779,Biometrids Decentralised and Anonymous ID by Facial Recognition,44939,6760,81,Science & Technology,2018
780,Grandma falls into crib,5198725,3233,640,People & Blogs,2016
781,Surmeet Mayyar - Destiny|Captab Music|New punjabi,1210006,5561,39,Music,2016
782,Ricordi,1563266,37543,0,Music,2022
783,Tyler1 screams as loud as he can but it's vocoded to gangsta's paradise,6892417,326670,0,Entertainment,2021
784,Raisa - Tak Berharap Lagi (Official Lyric Video),640395,23800,0,Music,2023
785,初恋キラー,2408648,70467,0,Music,2024
786,How Japan Builds Without Nails,21240627,865214,0,People & Blogs,2024
787,Whiplash,26339205,125508,0,Music,2024
788,Lawyer shoots at innocent homeless man#movie #shorts #film,15675902,1204273,0,People & Blogs,2024
789,Rubi de #LosXvdeRubi abucheada en los Premios MTV Miaw 2017,601433,2164,524,People & Blogs,2017
790,【最凶】東海オンエアはゆめまるが一番、天才説でごわす。,1146538,8217,1793,People & Blogs,2018
791,Borat - Throw the Jew Down the Well!!,14780300,113914,5175,others,2006
792,Tunak Tunak Tun sped up every time they say Tunak,4545880,80858,2766,People & Blogs,2016
793,"Red Hot Chili Peppers "" Californication "" ( LIVE )",1318163,4440,74,Music,2008
794,Chuck Norris stops a chainsaw bare handed,6511349,56317,1872,Howto & Style,2011
795,"""ПОЖИРАТЕЛЬ"" Фильм о коррупционных действиях Олега Сорокина в Нижнем Новгороде",1163542,33531,178,News & Politics,2017
796,No i’m sorry for not noticing the disease quick enough…,16057914,837794,0,People & Blogs,2024
797,Сидит себе такой стареющий Серёжа... (Тарута мультик),1020604,1123,9,People & Blogs,2017
798,canon,1151211,3600,303,Music,2006
799,The JAWS OF DEATH AROUND ME my story,15694317,2156,16530,Pets & Animals,2007
800,Tra Tra Tra,2663550,734,212,Comedy,2007
801,Unknown T - Who said drill’s dead? (Freestyle),709147,38689,0,Music,2022
802,Chris Gayle batting☠️🔥🗿 #cricket #chrisgayle #icc #viral #shortsfeed #shorts #video #trending,21451498,889235,0,People & Blogs,2025
803,Dana RECRUITS A Guy From The Crowd 🫡 #ufc308,15310782,870625,0,People & Blogs,2024
804,Delaware Linemen Help Get The Power On in Puerto Rico,330993,5766,270,People & Blogs,2018
805,Sparks - The Girl Is Crying In Her Latte (Official Video) - Starring Cate Blanchett,370731,13803,0,Music,2023
806,INSANE team USA sport stacking relay (🎥: @PeterFord) #sportstacking #speedstacking #cupstacking,19921710,1571341,0,Sports,2024
807,Дамблдор прогнал Волан-де-Морта из электрички,907268,28505,990,People & Blogs,2016
808,The Carlton Dance,21982633,125259,1804,Comedy,2006
809,Do you know what movie this is?,14277121,1400411,0,Film & Animation,2024
810,Share with a friend or tag a friend who would look breathtaking in this gown! To order this radiant,31427489,1979492,0,People & Blogs,2024
811,Girl falls from rock climbing but her mother lets ho of rope 😭😭😭#movieclips #aftereffects #edit,21932706,1552430,0,People & Blogs,2025
812,How to accidentally discharge your pistol properly.,1075334,11324,327,People & Blogs,2016
813,Beijing Airpocalypse Arrival,1237586,1923,438,People & Blogs,2017
814,Flying Scotsman,2104858,17604,942,Film & Animation,2017
815,Lip Dub - Flagpole Sitta by Harvey Danger,431602,3425,85,Music,2007
816,SDM - Jacquemus Bag,451739,14360,0,Music,2023
817,Jimmy came to the store to buy cough medicine for his baby #funny #baby #funnyshorts #shorts,20123045,1727015,0,Film & Animation,2024
818,Nope,2804741,14656,1512,Pets & Animals,2017
819,Guy dresses up as dog's favorite toy ORIGINAL,34208522,1134285,6964,Entertainment,2016
820,"Nanpa Básico, Lia Kali - Peor Que La Policía (Official Video)",447102,15919,0,Music,2024
821,Thought I was getting a different gay 😭 she still girly 💅,14001838,1099155,0,People & Blogs,2024
822,"how to plaster professional craftsmen, quickly and neatly...",63795366,651174,0,Science & Technology,2025
823,Kelly Clarkson - Stronger (lyrics + deutsche Übersetzung),2264728,4545,126,Music,2012
824,И как это называется?,545044,1706,3138,People & Blogs,2016
825,skyrim irl,4445069,201482,2141,Gaming,2017
826,mike mo 12 yrs old,899520,2384,189,Sports,2008
827,Саянский метеорит.,701308,2013,3013,People & Blogs,2016
828,SWIPE,770209,16265,0,Music,2022
829,"Definition of ""I got you""🥹. #love #wedding #usa #phillipines #canada",16320783,879622,0,People & Blogs,2024
830,nayt - Certe bugie (official video),259293,13901,0,Music,2024
831,Pop Smoke - Gangstas,6522744,127566,1390,others,2020
832,"Silicon Valley S01E08 Dick Joke ""Mean Jerk Time"" (Full)",743586,4314,129,Film & Animation,2014
833,Jessie J 'Domino' [HIT SINGLE] Official Lyric Video + Single Cover (Full Song),14378553,29600,779,others,2011
834,Penn State Dad Surprised with Rose Bowl Tickets,886251,13187,338,People & Blogs,2016
835,"Kitty Corliss ""Grinding the Crack""",7165556,47671,866,Pets & Animals,2011
836,Review of Freightliner Engine goes off the rails,779448,10343,258,Autos & Vehicles,2016
837,HAY LUPITA,742351,8461,0,Music,2024
838,The last thing my Nest cam saw...,1103324,2863,3111,Comedy,2017
839,Alicia Keys How to Save A Life (the Fray Cover) Radio One Live Lounge,974519,1532,803,Music,2009
840,Billie Jean (Live),1240220,3198,67,Entertainment,2006
841,love 💖 #youtubeshorts #love #aesthetic #shorts,14461382,1421219,0,People & Blogs,2023
842,So much love in this shorts #shorts #cat #catlover,13626618,1081306,0,Pets & Animals,2024
843,You fall asleep at your workstation and your boss has to use forced boot up #usa #funny #usacats,15105139,965594,0,People & Blogs,2024
844,Makes my heart happy 😄 #foryou #motorcycle #motorbike #motorcyclelife #biker,10998377,1293220,0,People & Blogs,2024
845,Best reactions after anesthesia 😂,12761890,998047,0,Entertainment,2024
846,JD Pantoja - Idiota (Official Video),2914712,516071,18824,Music,2020
847,Lola and Annie - Road Trip Karaoke,7095244,4677,200,Comedy,2017
848,Mous-K - On part à la guerre (Clip officiel) ft. Bosh,185963,8778,134,Music,2020
849,Curb Your Middle Finger,2148818,102656,0,People & Blogs,2020
850,吳青峰 - （……小王子）（feat. 大橋三重唱）,758113,2955,0,Music,2022
851,"""I'm Walking Here!""  #fyp #meme #memes #humor",26881199,2062268,0,Music,2024
852,Isadora Pompeo - Canção de Paulo (Ao Vivo),717671,18144,0,Music,2024
853,Ferrari car के शीशे पर कमाल की artistry 🎨🖌️#viralart #trending #ferrari,20062971,653512,0,People & Blogs,2024
854,Easily solve the target and leave in peace. #shorts  #show,19371062,838752,0,Film & Animation,2024
855,"Preme - DnF (Explicit) ft. Drake, Future",49668132,255859,9673,Music,2014
856,Brilliant Earth Diamond Jewelry – Real Customer Stories,1077105,5070,257,Education,2017
857,Град в Питере 22.07.17! Московские ворота.,529555,2955,225,People & Blogs,2017
858,"Camilo, Shakira, Pedro Capó - Tutu (Remix - Audio)",503155,96284,4974,Music,2019
859,Smart German Shepherd:  Twitch Letting Sophie Out of Her Kennel,9071139,6457,432,Pets & Animals,2012
860,Show,2155636,47683,0,Music,2023
861,#فطائر #معجنات 🍃,58370684,588412,0,People & Blogs,2024
862,Polo G - Martin & Gina (Official Video),1574335,169603,1339,Music,2020
863,Развод на ложку от вороны,2215297,27798,1265,People & Blogs,2017
864,"Children Of Bodom - ""In Your Face""",10945662,44450,1852,Music,2006
865,Trump in Home Alone 2,7876999,34035,2069,Entertainment,2012
866,OPETTAJA SERVAA OPPILAAN,612669,8823,283,Entertainment,2016
867,tinker bell dies of lack of attention,1680831,117780,0,People & Blogs,2021
868,The good driver indicators meaning #viralvideo #suzukilovers #offroad #viralshort,21897113,932948,0,People & Blogs,2024
869,Do you agree with this mom’s philosophy of education? #shortvideo #shorts #freshofftheboat,14506851,1113348,0,Film & Animation,2024
870,Падение метеорита в Санкт-Петербурге,508176,1862,1241,Film & Animation,2017
871,FINNEAS - Only A Lifetime (Official Music Video),427585,42373,0,Music,2021
872,Heaven - DJ Sammy Remix,11370933,21100,0,Music,2006
873,"Gazo, Tiakola - 24/34 (Visualizer)",162492,10509,0,Music,2023
874,Beautiful Things,9648080,223242,0,Music,2024
875,Corazón de Piedra,8259656,163715,0,Music,2024
876,Jędrzejów 26 wrzesień 2017r strzeżony przejazd kolejowy...,509539,2706,159,Music,2017
877,Fernanda Brum - Onde o Fogo Não Apaga (Ao Vivo),803755,29015,0,Music,2023
878,Nkantin,376165,6886,0,Music,2022
879,Bro drove home with no music on after that 🤣 #automobile #funny #forzahorizon5 #viralvideo,13131658,1111183,0,Autos & Vehicles,2024
880,Metallica-Fade To Black,35496234,88736,2442,Music,2006
881,Keg tapping goes horribly wrong.,751804,3427,313,Entertainment,2017
882,Lil Tjay - 20/20 (Official Audio),716183,77596,318,Music,2020
883,David Cook and David Archuleta Guitar Hero Commercials!,2911092,8025,495,Entertainment,2008
884,KIKESA - À ma place (Clip Officiel),140480,12693,116,Music,2021
885,"Beéle, Farruko - Santorini (Official Video)",7986386,123233,0,Music,2023
886,Babyface Ray - Count Money (Official Video) ft. Bossman Dlow,753428,27421,0,Music,2024
887,Dad and son love ❤️#love #cute #trendingshorts#viralvideo #viralshort #trending #trend#viralreels,21114813,1299490,0,People & Blogs,2024
888,attento a chi segui...,21782579,747033,0,People & Blogs,2024
889,Mii Channel Theme Band Prank,541067,8480,85,People & Blogs,2018
890,The best gymnastics of the world 1,1998858,1783,292,Sports,2007
891,"Behind Bars in Mumbai's Train, India 🇮🇳",14037660,906485,0,People & Blogs,2023
892,Modern technology Gate In Market Available  #home  #interiordesign  #homedecor  #realestate,32574963,606165,0,Entertainment,2024
893,Director Explains the STUNTS in HOME ALONE #homealone #behindthescene,14392476,855048,0,Film & Animation,2024
894,Amore Mio,366026,7119,0,Music,2024
895,Cute couple #couple #cute #goals #relationship #pretty #viral #trending #kdrama #kpop #meme #memes,12557924,1090648,0,Gaming,2024
896,Stephen Colbert's wife cameo at her husband's Late Show!,3791687,25323,764,Comedy,2017
897,Foo Fighters x Rick Astley - Never Gonna Give You Up (Live @ Summer Sonic Festival 2017),2129145,19690,556,People & Blogs,2017
898,(THE ORIGINAL FIRST VIDEO) Hidden inappropriate drawing in Maya the Bee!,661841,1657,420,People & Blogs,2017
899,TwoGrandFA,770826,4131,85,People & Blogs,2017
900,"Neima Ezza, Simba La Rue, Nko - Spedizione punitiva (Official Video)",1788002,15485,0,Music,2023
901,Jay Wheeler - Historia (Official Video),8190012,55707,0,Music,2024
902,Policjant i pieszy Poznań ul:Głogowska,621790,6221,240,Autos & Vehicles,2017
903,Donald Trump's shooter be like:,17386265,791687,0,Entertainment,2024
904,Expect the Unexpected  #meme #starmanmeme #starman,17657367,960306,0,Entertainment,2024
905,Tir d’un gros mâle qui charge !! #sanglier #wildboar #chasse #hunting #keiler #shoot,23024346,758367,0,People & Blogs,2024
906,Irie Maffia: Hands In The Air,1944899,5590,107,Music,2008
907,What happens when you surprise your BF with a boxer puppy?,681624,3157,36,People & Blogs,2013
908,НЕ ПОВЕЗЛО - UNLUCKY,14921437,3604,1225,Comedy,2009
909,This is how Geert Wilders should be interviewed. For sure Dutch media can learn something from BBC,869249,5545,1970,People & Blogs,2017
910,Шнур - Жестокое интервью,4821385,22694,2233,Entertainment,2007
911,mbc 기자들의 굴욕...,957326,3457,301,Nonprofits & Activism,2016
912,Triple Towel vs Lover's Blanket #couple #shorts #diy,20413374,570322,0,People & Blogs,2024
913,She forgot about her wedding anniversary😅😳,13177128,943731,0,People & Blogs,2024
914,"Chino Pacas - ""Morena Canela"" (Performance Video) (Official)",9117159,72130,0,Music,2024
915,Streamer’s Wholesome Reaction To Fan’s Heartbreaking Story🥹 #shorts,26100905,2061254,0,People & Blogs,2024
916,박근혜 대통령 탄핵안 가결!!실시간 어느 고등학교의 폭발적인 반응!!!(Korea high schoolers react to the impeachment of president.),1703647,15176,552,People & Blogs,2016
917,Boomerang,3050764,3939,290,Comedy,2005
918,【100万再生回数達成】★大阪人気ナンバーワンのエステサロン★1分間ポンポンするだけで究極リフトアップ,1017738,3326,2277,People & Blogs,2017
919,MARIA MARIAH VOCÊ NÃO SAI DA MINHA CABEÇA (Clipe Oficial),1820996,15209,0,Music,2024
920,"140"" Bushmaster tail dip",24788576,736584,0,People & Blogs,2024
921,Importance of hand signals while overtaking in ghats and foggy areas. #ridesafe #handsignals #bike,22826019,815933,0,People & Blogs,2024
922,👂👂🫡 #اكسبلور #funny #cat #ضحك #memes #دويتو #ترند #kitten #fishing #رياكش #shorts #short,25185099,684225,0,People & Blogs,2024
923,Racist Woman yelling and demanding to see a white doctor born in Canada.,1614429,6369,2096,Comedy,2017
924,Remember the 80's ?,3293594,1481,89,Comedy,2006
925,Kobe dunks over Shaq in practice (funny),12649333,4492,1247,Sports,2006
926,Groom forgets rings prank,2760303,1730,212,Entertainment,2016
927,$40 dollar poki bowl!!                    Gotta try this one #food #foodie #salmonlover,16295169,983740,0,People & Blogs,2025
928,Koca Kalpli ARDA GÜLER ❤️,26787697,634428,0,Entertainment,2024
929,think smarter not harder🤨#funnymemes #harvard #basketball #viralshorts #fyp #fypシ゚viral,16126369,726522,0,People & Blogs,2024
930,"Хоккеистки России заставили смолкнуть трибуны, освистывающие российский гимн. Женский МЧМ-2017.",1191850,7735,546,People & Blogs,2017
931,When the Cyberpunk 2077 combat music kicks in,2368634,127435,0,Comedy,2020
932,Tyler Childers - In Your Love (Official Video),3821851,95025,0,Music,2023
933,Biker gets shot at after hitting the side view mirror #shocked #reels #shorts #shortsvideo #fyp #usa,24948709,1050338,0,Entertainment,2024
934,💥The best way to Discover Your Ideal Luxury Vehicle with AMIN! #car #luxurylifestyle #luxurycars,25592660,745991,0,People & Blogs,2024
935,NO POMEGRANATES,4648330,153880,1563,People & Blogs,2017
936,Jean-Claude Juncker drunk and bitch slaps leaders,2668268,5378,576,People & Blogs,2015
937,Lunchtime baby belly laughs,575200,5231,150,Entertainment,2017
938,The megalodon-World's Biggest Shark,13893527,8744,5157,Entertainment,2007
939,#corgi #petpet #lovepet #cutespets #cute #funny,18561383,681355,0,People & Blogs,2024
940,Bro wake up and choose violence 🗿💀||#trending #shorts,14336051,1077519,0,People & Blogs,2024
941,FEDERAL AGENT RUINS HIS CAREER WITH ONE CRAZY MOVE,34390670,1310073,0,People & Blogs,2024
942,Caroline & Bonnie save Elena once again✨️ #vampirediaries #elenagilbert #ninadobrev #ian #shortsfeed,17308836,652646,0,People & Blogs,2024
943,Big Bang Theory - Why Sheldon does not celebrate christmas,1684744,4911,135,Comedy,2010
944,Why athletes should wear pants,17802747,2935,46151,Sports,2008
945,Sold Pupper Dance,1712611,38836,434,People & Blogs,2017
946,Ken Lee or Without you by Mariah Carey (ENGLISH SUBTITLES),18308842,28127,1491,Entertainment,2008
947,HSMFanNisa Exclusive:High School Musical 2 Song(s)With Lyric,7352624,2538,256,Music,2007
948,Parents attending the art show.#shorts #viralvideos #show,12386186,929034,0,Film & Animation,2024
949,Dexter for the Justice of his children. | Twin Tribes - Monolith (slowed + reverb),20227916,1285687,0,People & Blogs,2024
950,"""Гитлер 1945 / Навальный 2018"" — МОЖЕМ ПОВТОРИТЬ!",2282062,15180,178042,People & Blogs,2017
951,Star Wars but every time someone shoots a laser it speeds up,5535360,89869,5731,Film & Animation,2016
952,That awkward moment when Hugh Jackman remembers he taught you at school,6602771,118797,840,Entertainment,2013
953,Comedian Hits on Hecklers Girlfriend,5260834,6870,1032,Comedy,2007
954,2016 MAMA 王大陸 大平台,1735464,2708,4760,People & Blogs,2016
955,S.Pri Noir - 7 vies (Clip Officiel) ft. RK,185304,13026,111,Music,2021
956,r/place meteor,770494,26094,0,Gaming,2022
957,nE !?,1276617,11184,0,Music,2024
958,Ishq Hai,2821667,43311,0,Music,2024
959,ROSONES TITO DP,1245576,14025,0,Music,2024
960,Fooled them all... 🤯💀#troll #trollface #edit,22321344,1572540,0,Entertainment,2024
961,Cocky Fighter blinks and gets KO'd on TUF 24,3451065,16886,1227,Sports,2016
962,Sleeping Beauty Proposal,2419418,27748,200,Comedy,2020
963,Ridiculous editing,573270,3569,260,People & Blogs,2017
964,Proof we're getting old pt.3 💔,27663643,1459636,0,Entertainment,2024
965,bro can't lose haha!.#stake  #cabrzy #roulette  #shorts #short #viral #casino #slots,14837506,1312159,0,People & Blogs,2024
966,Lo mas tierno de Hoy #respetoanimal #shortsviral,29166229,414778,0,People & Blogs,2024
967,# #foryou #movie,10184724,1206753,0,People & Blogs,2024
968,bro's adrenaline rushed at right time #shortsfeed #gain97 #adernaline#trending#viral #youtubeshorts,15910827,831070,0,Entertainment,2024
969,Kurdish KANGAL vs.American Pitbull Terrier Dog Fight 2008,8066421,1267,5689,Pets & Animals,2008
970,Нападение байкеров на машину! (с неожиданным концом!),15766889,15639,2200,People & Blogs,2014
971,Average Guy vs Football Players,2281850,12245,421,Sports,2010
972,Seth Rogen Laugh + Cantina Song = Nightmares,9244302,76823,2393,Entertainment,2014
973,Piccola - Piccola (Official Fan Video),1650882,4499,189,Music,2017
974,Kiss Guy (YAYO Sanchez) plays Monkeywrench w/ Foo Fighters Austin TX 4-18-18,5463878,40430,745,Music,2018
975,Dalek Relaxation Tape,1879731,19392,252,Entertainment,2012
976,Cat Burns - go (Lyric Video) ft. Sam Smith,772111,26700,0,Music,2022
977,Angry pedestrian gets instant karma,9628813,133087,4086,Entertainment,2017
978,ECKO - MUJER (Official Video),1611367,73686,4244,others,2020
979,Жизнь пластиковой бутылки,2061290,2432,387,People & Blogs,2017
980,German Shepherd suddenly realizes he is at the vet,7053186,71435,1980,People & Blogs,2014
981,Tafel stürzt beinahe auf Dozenten | TU München | Elektrotechnik,2184618,39566,1147,People & Blogs,2017
982,DIESEL LOUIE,1605558,1035,52,Autos & Vehicles,2007
983,FloRida - Right Round (VinylRockerz Remix),3334348,3889,471,Music,2009
984,Zigle Zigle,532977,4213,0,Music,2024
985,Cantona VS Supporter,3694102,5186,465,Sports,2011
986,Popping a Balloon in an Anechoic Chamber,6356385,32310,6821,Science & Technology,2015
987,The Biggest Tourbillon Wristwatch - Maximus by Kerbedanz in Limited Edition,324725,5456,136,People & Blogs,2017
988,Star Wars Crosswalk 🦺🦺🦺,15515651,800567,0,Education,2024
989,Med Cezir,1184183,13883,0,Music,2024
990,I ate the Farburger#movie #shorts,12720992,1080964,0,People & Blogs,2024
991,Please tell me I did a good job 🥹❤️ #art,14310073,801435,0,People & Blogs,2024
992,“I know what I’m doing.” Famous last words! | #TheRookie,64992299,1615193,0,Film & Animation,2024
993,Samsung mocking Apple 😂💀 #blowup #apple #samsung #edit,35508692,2324673,0,People & Blogs,2024
994,다이소에서 산 장난감,29754253,960096,0,Pets & Animals,2025
995,"Rihanna ""Cry""",32695896,47735,1456,Music,2007
996,New Champ Kayn/Rhaast Leak for LOL (Moobeat credit me you derro),847249,1857,173,People & Blogs,2017
997,Ford Mustang Launch (street),1001605,2214,27,Autos & Vehicles,2008
998,Eminem is gay - The Interview,2718939,43492,0,Entertainment,2014
999,Yakuza OST - Baka Mitai (ばかみたい) Kiryu full version,52890986,850425,0,Gaming,2017
1000,What a Twist #memes #shorts #movie,11637337,938043,0,Gaming,2024
